"T","P",SMILES,co2,Cation,Anion
343.15,3940.0,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1.408,CCCCCC[n+]1ccn(C)c1,O=[N+]([O-])[O-]
298.2,903.0,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.074,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
301.42,14600.0,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.854,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
323.15,6120.0,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6779,CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.37,5430.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.299,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
313.15,2260.0,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],0.2309,CCCC[n+]1ccn(C)c1,COCCOCCOS(=O)(=O)[O-]
319.3,2510.0,CC(O)C(=O)[O-].CN(C)C(=N)[NH+](C)C,1.32,CN(C)C(=N)[NH+](C)C,CC(O)C(=O)[O-]
298.1,1500.1,CC[NH3+].O=[N+]([O-])[O-],0.07,CC[NH3+],O=[N+]([O-])[O-]
298.15,2683.5,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.487,CCCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
314.05,7000.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6448,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.13,19.5,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0041,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
298.1,699.6,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.236,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
344.55,8420.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6202,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,24190.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.437,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
298.15,2296.5,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.46,CCCCCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.32,1820.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.243,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
297.2,1976.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.434,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,1483.0,CCCC[n+]1ccccc1.O=[N+]([O-])[O-],0.125,CCCC[n+]1ccccc1,O=[N+]([O-])[O-]
338.25,95.0,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0118,CCCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
303.15,5060.0,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7195,CCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,5780.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.354,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
323.15,50.0,Cn1cc[n+](CCCCS(=O)(=O)O)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0062,Cn1cc[n+](CCCCS(=O)(=O)O)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,49000.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.668,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
278.53,1547.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.3035,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
323.15,92.17,CC(=O)N(C)C.O=C([O-])C(F)(F)F,0.01351,O=C([O-])C(F)(F)F,O=C([O-])C(F)(F)F
373.15,4550.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.35,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,1121.0,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.213,CCCCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,6420.0,CCCC[n+]1ccn(C)c1.N#C[S-],0.381,CCCC[n+]1ccn(C)c1,N#C[S-]
313.15,12250.0,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.76,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
363.2,6630.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.305,Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([O-])C(F)(F)C(F)F
283.1,100.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0267,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.18,9.91,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0034,CCCCCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,11040.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.7329,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1
308.2,2324.0,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.3,CCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
318.0,4496.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.5042,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
323.15,899.8,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.17,CCN(CC)c1c(N(CC)CC)[c+]1N(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,6330.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.503,CC[n+]1ccn(C)c1,CC(=O)[O-]
303.15,76.4,CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.049,CC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,2670.0,CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.465,CCCC[n+]1ccn(C)c1,CC(=O)[O-]
313.7,3590.0,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,0.39,CC[n+]1ccn(C)c1,CCOP(=O)([O-])OCC
298.15,693.0,CCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.141,CCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
313.2,6980.0,CCCCCCCC[NH+]1C=CN(C)C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.9,CCCCCCCC[NH+]1C=CN(C)C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
420.21,6035.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2926,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.0,996.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.1211,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
323.15,10081.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.711,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,17000.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.668,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
283.15,250.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0506,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
318.0,1996.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2911,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.0,6140.0,CC(O)C(=O)[O-].[NH3+]CCO,0.208,[NH3+]CCO,CC(O)C(=O)[O-]
313.15,4967.9,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.579,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
283.15,75.3,C=C[n+]1ccn(CCCC)c1.NCCCCC(N)C(=O)[O-],0.358,C=C[n+]1ccn(CCCC)c1,NCCCCC(N)C(=O)[O-]
343.14,8360.0,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.652,CCCC[n+]1ccc(C)cc1,N#C[C-](C#N)C#N
333.19,954.8,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.1,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
283.15,1000.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.196,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,7940.0,CC[n+]1ccn(C)c1.N#C[S-],0.364,CC[n+]1ccn(C)c1,N#C[S-]
313.2,8280.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.691,Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.85,13400.0,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.8355,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.1,4000.0,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.575,CC[n+]1ccn(C)c1,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
353.0,4970.0,CCCC(=O)[O-].C[NH2+]CCO,0.296,C[NH2+]CCO,CCCC(=O)[O-]
303.2,780.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.246,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.15,8240.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.548,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
323.95,10340.0,CCOn1cc[n+](OCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.712,CCOn1cc[n+](OCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.16,48.5,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
330.68,1573.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2559,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,2380.0,CCCC[n+]1ccn(C)c1.[Cl-],0.091,CCCC[n+]1ccn(C)c1,[Cl-]
338.25,1493.0,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.1618,CCCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
293.15,2438.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.3763,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
343.2,3150.0,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.199,CCCC[N+]1(C)CCCC1,N#C[N-]C#N
318.2,200.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.049,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,99.8,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.015,CCCC[P+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,440.5,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1297,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
304.38,860.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.564,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
298.15,7.56,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0004,CCCC[N+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
300.87,1229.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.303,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,38900.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.616,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
313.15,899.9,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.171,CCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
324.0,29900.0,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.881,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,5230.0,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.2871,CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-]
360.65,2303.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2559,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.05,9.69,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.004,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
303.15,1370.5,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.811,Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
342.0,16600.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.713,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,76000.0,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.746,CCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
353.15,4670.0,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4416,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,1001.1,C[NH+]1C=CN(CCCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.145,C[NH+]1C=CN(CCCO)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.2,930.0,CCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.211,CCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
288.21,5050.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.758,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#C[N-]C#N
333.15,4843.3,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,0.308,CCn1cc[n+](C)c1,CCOP(=O)([O-])OCC
362.85,14150.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.458,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,64000.0,CCCCCC[n+]1ccn(C)c1.N#C[S-],0.593,CCCCCC[n+]1ccn(C)c1,N#C[S-]
333.15,2910.0,CCCCCCCCN1C=C[NH+](C)C1.N#C[S-],0.971,CCCCCCCCN1C=C[NH+](C)C1,N#C[S-]
298.15,9.89,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0021,CCCC[N+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,34.99,CN1CCCC1=O.O=C([O-])C(F)(F)F,0.00622,O=C([O-])C(F)(F)F,O=C([O-])C(F)(F)F
298.2,1499.7,CCC(=O)[O-].CCCCN1C=C[NH+](C)C1,0.36,CCCCN1C=C[NH+](C)C1,CCC(=O)[O-]
313.1,4000.0,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.522,CC[n+]1ccn(C)c1,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
323.15,12307.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.743,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,58200.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.73,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
318.1,2428.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.208,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
323.15,1580.0,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.265,CCCC[N+]1(C)CCCC1,N#C[C-](C#N)C#N
333.08,1620.0,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.269,CCCC[n+]1ccc(C)cc1,N#C[C-](C#N)C#N
298.15,1140.0,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2233,CC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.2,1600.0,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.211,CCCCCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,5969.9,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.453,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,5385.0,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.618,CCCCCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.0,14996.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.7008,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
361.51,1273.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.123,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,3024.5,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.955,Cn1cc[n+](Cc2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.5,530.0,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.1097,CCCC[N+]1(C)CCCC1,N#C[N-]C#N
303.85,6500.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7657,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.2,7310.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.82,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.1,1610.0,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.29,CCCC[n+]1ccc(C)cc1,N#C[C-](C#N)C#N
321.85,9750.0,CCCCN1C=C[NH+](CCCC)C1.CS(=O)(=O)[O-],0.6814,CCCCN1C=C[NH+](CCCC)C1,CS(=O)(=O)[O-]
308.14,1270.0,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.265,CCCC[N+]1(C)CCCC1,N#C[C-](C#N)C#N
333.1,948.0,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1864,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.1,3290.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.3,CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
313.35,5770.0,CCOn1cc[n+](OCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.626,CCOn1cc[n+](OCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,605.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.308,CC[n+]1ccn(C)c1,CC(=O)[O-]
393.15,10120.0,CCCC[n+]1ccn(C)c1.[Cl-],0.221,CCCC[n+]1ccn(C)c1,[Cl-]
313.15,1695.0,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],0.859,CCCCCC[n+]1ccn(C)c1,O=[N+]([O-])[O-]
353.15,11500.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6176,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,493.4,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.079,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
323.17,852.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.16,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,1393.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.2186,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
333.2,1160.0,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.128,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
283.18,1300.0,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.376,CCCCCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
342.3,7550.0,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.684,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,8490.0,CCCC[n+]1ccccc1.F[B-](F)(F)F,0.511,CCCC[n+]1ccccc1,F[B-](F)(F)F
373.15,40300.0,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7469,CCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
362.91,7520.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.3035,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
353.15,17100.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6745,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.11,1363.3,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.3,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
303.15,150.0,C=C[n+]1ccn(CCCC)c1.CC(C)C(N)C(=O)[O-],0.141,C=C[n+]1ccn(CCCC)c1,CC(C)C(N)C(=O)[O-]
313.2,1130.0,CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.091,CC[n+]1ccn(C)c1,F[B-](F)(F)F
313.15,244.1,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.135,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
293.15,76.8,C=C[n+]1ccn(CCCC)c1.NC(Cc1c[nH]cn1)C(=O)[O-],0.194,C=C[n+]1ccn(CCCC)c1,NC(Cc1c[nH]cn1)C(=O)[O-]
