T,P,vis,SMILES,Cation,Anion
353.15,52730.0,-4.206394066,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,-3.575550769,CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,101.0,-3.922073341,N#CC(=C=[N-])C#N.OCCC[n+]1ccccc1,OCCC[n+]1ccccc1,N#CC(=C=[N-])C#N
343.15,101.325,-4.097492351,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.2,101.325,-3.310443018,CCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
395.37,100.0,-5.119334711,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
370.73,101.325,-3.665162927,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
353.61,100.0,-4.329813763,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
308.15,100.0,-2.592937394,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
273.15,51600.0,-1.64713978,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
348.0,101.325,-4.187776507,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.0,101.325,-2.3227878,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,8000.0,-3.688879454,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
363.15,376000.0,-2.105374924,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.325,-2.983803703,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.15,83.0,-2.244316185,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,100.0,-0.491022996,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,CCCC[P+](CCCC)(CCCC)CCCC,O=S(=O)([O-])CCN(CCO)CCO
328.1,101.325,-1.358679194,CCC[N+](C)(C)CCOCC[N+](C)(C)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(C)CCOCC[N+](C)(C)CCOCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,101.325,-5.318520074,CC(=O)[O-].CCN(C)C,CCN(C)C,CC(=O)[O-]
288.15,59250.0,-2.486507931,CCCC[n+]1cccc(C)c1.N#CNC#N,CCCC[n+]1cccc(C)c1,N#CNC#N
293.0,101.325,-2.017406151,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,64610.0,-2.571772583,CCCC[n+]1ccccc1.F[B-](F)(F)F,CCCC[n+]1ccccc1,F[B-](F)(F)F
343.15,89.3,-3.79423997,CCCC[n+]1ccn(C)c1.O=C[O-],CCCC[n+]1ccn(C)c1,O=C[O-]
333.15,101.325,-3.431141258,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
333.15,100.0,-3.404904244,CCn1cc[n+](C)c1.CS(=O)(=O)[O-],CCn1cc[n+](C)c1,CS(=O)(=O)[O-]
323.25,101.325,-2.271086426,CCCCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.1,101.325,-1.830895386,CCCCn1cc[n+](C)c1.COP(=O)(O)OC,CCCCn1cc[n+](C)c1,COP(=O)(O)OC
338.15,96.7,-1.114741671,CCCCCCn1cc[n+](C)c1.[Cl-],CCCCCCn1cc[n+](C)c1,[Cl-]
293.15,160.0,-1.370421012,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
278.15,101.325,-2.48530673,CCCC[N+]1(C)CCCC1.N#CN=C=[N-],CCCC[N+]1(C)CCCC1,N#CN=C=[N-]
323.0,101.325,-3.28635199,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.0,101.325,-3.21140381,C1CC[NH2+]CC1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C1CC[NH2+]CC1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,100700.0,-1.496109227,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
313.15,101.325,-2.063568193,CCCCCCCCCCn1cc[n+](C)c1.[O-]c1ccccc1,CCCCCCCCCCn1cc[n+](C)c1,[O-]c1ccccc1
343.15,100.0,-3.99976192,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
343.15,101.325,-4.574964312,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,15000.0,-1.527857925,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
328.15,101.325,-2.603690186,CCCCCCn1cc[n+](C)c1.[c-]1nn[nH]n1,CCCCCCn1cc[n+](C)c1,[c-]1nn[nH]n1
369.99,101.325,-3.641995868,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
309.15,101.325,-0.510825624,CCCCCCn1cc[n+](C)c1.[I-],CCCCCCn1cc[n+](C)c1,[I-]
293.15,101.325,-2.466281186,CCC(=O)[O-].N#CCC[NH+]1C=CN=C1,N#CCC[NH+]1C=CN=C1,CCC(=O)[O-]
298.15,101.325,-0.495937011,CCCCn1cc[n+](C)c1.COP(=O)(O)OC,CCCCn1cc[n+](C)c1,COP(=O)(O)OC
303.15,101.325,-2.383795148,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCCC[n+]1ccccc1,OCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.0,101.325,-4.381226955,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.55,1650.0,-2.950758908,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
333.15,101.325,-2.385966702,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.149,101.325,-0.802962047,CC(=O)[O-].CCCCn1cc[n+](C)c1,CCCCn1cc[n+](C)c1,CC(=O)[O-]
298.1,101.325,-1.890475442,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)F
313.35,101.325,-1.879280067,CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,10130.0,0.560757993,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCCCCCC[n+]1cccc(C)c1,F[B-](F)(F)F
303.15,100.0,-0.832409248,CCCCCCCC[P+](CC)(CC)CC.Cc1nc([N+](=O)[O-])c[n-]1,CCCCCCCC[P+](CC)(CC)CC,Cc1nc([N+](=O)[O-])c[n-]1
313.24,5390.0,-2.61319467,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
373.15,100.0,-5.203007187,C=CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.13,101.325,-1.546463113,CCCCCCP(=O)([O-])[O-].CCCCCC[N+]1(C)CCCCC1,CCCCCC[N+]1(C)CCCCC1,CCCCCCP(=O)([O-])[O-]
317.9,101.325,-4.275866439,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#CNC#N,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,N#CNC#N
323.15,101.325,-3.480240589,CCCC[n+]1ccn(C2CCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(C2CCCC2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,100.0,-1.980501594,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,CCCC[n+]1ccc(C)cc1,F[B-](F)(F)F
348.0,101.325,-4.443051337,C=CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,75000.0,-1.660731207,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
298.15,101.325,-2.190149664,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](CCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.15,101.325,-2.413516654,C=C([NH3+])[NH2+]CCCCCC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,C=C([NH3+])[NH2+]CCCCCC,O=S(=O)([O-])C(F)(F)F
298.15,101.0,-3.462222083,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
300.63,101.325,-2.633870803,CCCCCCCCP(=O)([O-])[O-].CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1,CCCCCCCCP(=O)([O-])[O-]
313.1,101.325,-1.4554301,CCCCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-]
348.15,101.325,-3.139602644,CCCCC(CC)CNCCN.O=S(=O)([O-])C(F)(F)F,O=S(=O)([O-])C(F)(F)F,O=S(=O)([O-])C(F)(F)F
278.149,101.0,-1.432547746,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
273.15,75600.0,-1.354795694,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.0,-3.23653076,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.137,101.325,-2.052604888,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
343.15,101.325,-4.490949042,CCCCCCn1cc[n+](C)c1.N#CN=C=[N-],CCCCCCn1cc[n+](C)c1,N#CN=C=[N-]
312.0,101.325,-3.617117088,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,100.0,-1.370421012,CC[N+]1(C)CCCC1.O=C(O)CO,CC[N+]1(C)CCCC1,O=C(O)CO
358.15,101.325,-6.489044944,CC(=O)[O-].CCn1cc[nH+]c1,CCn1cc[nH+]c1,CC(=O)[O-]
283.15,101.325,-0.397496938,CCCCn1cc[n+](C)c1.CCOS(=O)(=O)[O-],CCCCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
298.15,83000.0,-1.754463684,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,101.325,0.177392764,CCCCn1cc[n+](C)c1.O=C(O)c1ccccc1[O-],CCCCn1cc[n+](C)c1,O=C(O)c1ccccc1[O-]
318.15,100.0,-3.560662156,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
308.15,100.0,-2.393604491,CCOCCn1cc[n+](CC)c1.O=[Re](=O)(=O)[O-],CCOCCn1cc[n+](CC)c1,O=[Re](=O)(=O)[O-]
343.15,101.325,-4.94022343,CCCCn1cc[n+](C)c1.N#CC(C#N)C#N,CCCCn1cc[n+](C)c1,N#CC(C#N)C#N
338.15,101.325,-3.334567299,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
348.15,101.325,-3.283947822,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
333.15,101.325,-6.256993815,CCCCC(=O)[O-].C[NH+]1CCCC1=O,C[NH+]1CCCC1=O,CCCCC(=O)[O-]
333.0,101.325,-4.09234656,CCn1cc[n+](C)c1.F[B-](F)(F)c1ccccc1,CCn1cc[n+](C)c1,F[B-](F)(F)c1ccccc1
293.15,101.325,-2.721439438,CCCCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCCCCCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
343.15,10000.0,-3.676950883,CCCCn1cc[n+](C)c1C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
363.15,100.0,-3.872802292,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
413.15,100.0,-4.17338777,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
285.15,10150.0,-1.509592577,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
293.15,100.0,-1.976163192,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
333.0,101.325,-2.718100537,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOP(=O)([O-])OCC
363.15,101.325,-3.567724333,CCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
300.75,101.325,-0.74865989,C=CC[N+](C)(C)CC[n+]1ccn(C)c1.N#CN=C=[N-].N#CN=C=[N-],C=CC[N+](C)(C)CC[n+]1ccn(C)c1,N#CN=C=[N-]
303.15,101.325,-1.291711719,CC(=O)[O-].CCCCn1cc[n+](C)c1,CCCCn1cc[n+](C)c1,CC(=O)[O-]
343.15,101.0,-2.624168717,CC(C)C(N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,CCCC[P+](CCCC)(CCCC)CCCN,CC(C)C(N)C(=O)[O-]
303.0,101.325,-3.257097038,C=CC[NH+](C)CC=C.O=S(=O)([O-])C(F)(F)F,C=CC[NH+](C)CC=C,O=S(=O)([O-])C(F)(F)F
373.1,101.325,-4.247495742,CCCC(=O)[O-].C[NH2+]CCO,C[NH2+]CCO,CCCC(=O)[O-]
308.15,101.0,-2.353878387,CCn1cc[n+](C)c1.[NH3+]CC(=O)[O-],CCn1cc[n+](C)c1,[NH3+]CC(=O)[O-]
313.15,2000.0,-3.079113882,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
325.43,101.325,-1.971125398,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
353.15,101.325,-3.157310469,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-]
333.15,101.325,-1.294627173,CCCCCCn1cc[n+](CCC#N)c1.O=S(=O)([O-])c1ccccc1,CCCCCCn1cc[n+](CCC#N)c1,O=S(=O)([O-])c1ccccc1
298.15,101.325,-3.001951573,CCCCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCCCCCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
313.15,100000.0,-1.832581464,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,101.325,-3.53085059,CCCC[n+]1ccccc1.N#CNC#N,CCCC[n+]1ccccc1,N#CNC#N
323.15,100.0,-2.014403146,CCCCn1cc[n+](C)c1.COP(=O)(O)OC,CCCCn1cc[n+](C)c1,COP(=O)(O)OC
348.15,221190.0,-3.273068054,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
278.15,101.325,-1.63475572,CC(C)CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.4,101.325,-3.665162927,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N,CCn1cc[n+](C)c1,N#C[C-](C#N)C#N
318.15,101.325,-3.864424027,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
336.75,100.0,-3.940937016,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.15,101.0,-3.387294476,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,CC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F
298.15,101.325,-1.234432012,CCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1
278.15,101.325,0.152721087,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
303.15,101.325,-2.501645974,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
293.15,101.325,-3.688879454,CCCCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,CCCCCCCC(=O)[O-]
298.202,101.325,-2.316684017,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
333.15,101.325,-2.271086426,CCCCCCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([O-])C(F)(F)F,CCCCCCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([O-])C(F)(F)F
304.05,7390.0,-1.431291727,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
308.2,100.0,-4.509860006,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,CC[NH+]1C=CN(C)C1,N#CC(=C=[N-])C#N
353.15,101.325,-3.909027496,CC[N+](C)(C)CCOC(C)=O.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)CCOC(C)=O,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,101.325,-4.439655748,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
312.15,100.0,-3.386407296,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
328.15,101.325,-3.694495193,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccccc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,101.325,-5.241181175,CC(=O)[O-].N#CCC[NH+]1C=CN=C1,N#CCC[NH+]1C=CN=C1,CC(=O)[O-]
333.15,75100.0,-1.46793835,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
353.15,101.325,-1.655481851,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCCC[n+]1ccn(CCC#N)c1,CCCCCC[n+]1ccn(CCC#N)c1,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
303.0,101.325,-2.513306124,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1cc(C)cc(C)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,-2.454338648,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
285.65,101.325,-0.84397007,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
328.15,101.0,0.20538683,CCCCCCn1cc[n+](C)c1.[Cl-],CCCCCCn1cc[n+](C)c1,[Cl-]
298.15,101.325,-2.66068963,COCC[N+]1(C)CCCCC1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,COCC[N+]1(C)CCCCC1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
